date,season,team,opponent team,conference,division,coach,dpa,dps,first downs,site,points,o:points,margin,line,ats margin,total
20050924,2005,ORE,USC,P10,1A,Mike Bellotti,-,-,-,home,13,45,-32,19.5,-12.5,-
20050924,2005,USC,ORE,P10,1A,Pete Carroll,-,-,-,away,45,13,32,-19.5,12.5,-
20050924,2005,ORST,AZST,P10,1A,Mike Riley,-,-,-,home,24,42,-18,7,-11,-
20050924,2005,AZST,ORST,P10,1A,Dirk Koetter,-,-,-,away,42,24,18,-7,11,-
20050924,2005,PIT,YST,BE,1A,Dave Wannstedt,-,-,-,home,41,0,41,-,-,-
20050924,2005,YST,PIT,,1AA,None,-,-,-,away,0,41,-41,-,-,-
20050924,2005,SCAR,TROY,SEC,1A,Steve Spurrier,-,-,-,home,44,20,24,-20,4,-
20050924,2005,TROY,SCAR,SBC,1A,Larry Blakeney,-,-,-,away,20,44,-24,20,-4,-
20050924,2005,SDST,SJST,WAC,1A,Tom Craft,-,-,-,home,52,21,31,-13.5,17.5,-
20050924,2005,SJST,SDST,WAC,1A,Dick Tomey,-,-,-,away,21,52,-31,13.5,-17.5,-
20050924,2005,SFL,LOU,BE,1A,Jim Leavitt,-,-,-,home,45,14,31,19.5,50.5,-
20050924,2005,LOU,SFL,BE,1A,Bobby Petrino,-,-,-,away,14,45,-31,-19.5,-50.5,-
20050924,2005,SMU,TLN,USA,1A,Phil Bennett,-,-,-,home,10,31,-21,2.5,-18.5,-
20050924,2005,TLN,SMU,USA,1A,Chris Scelfo,-,-,-,away,31,10,21,-2.5,18.5,-
20050924,2005,TEM,WMCH,IND,1A,Bobby Wallace,-,-,-,home,16,19,-3,4.5,1.5,-
20050924,2005,WMCH,TEM,MAC,1A,Bill Cubit,-,-,-,away,19,16,3,-4.5,-1.5,-
20050924,2005,TLS,MEM,USA,1A,Steve Kragthorpe,-,-,-,home,37,31,6,-2,4,-
20050924,2005,MEM,TLS,USA,1A,Tommy West,-,-,-,away,31,37,-6,2,-4,-
20050924,2005,TXT,INST,B12,1A,Mike Leach,-,-,-,home,63,7,56,-,-,-
20050924,2005,INST,TXT,,1AA,None,-,-,-,away,7,63,-56,-,-,-
20050924,2005,UTEP,NMX,USA,1A,Mike Price,-,-,-,home,21,13,8,-3,5,-
20050924,2005,NMX,UTEP,MWC,1A,Rocky Long,-,-,-,away,13,21,-8,3,-5,-
20050924,2005,UTST,UNLV,WAC,1A,Brent Guy,-,-,-,home,31,24,7,3,10,-
20050924,2005,UNLV,UTST,MWC,1A,Mike Sanford,-,-,-,away,24,31,-7,-3,-10,-
20050924,2005,VAN,RICH,SEC,1A,Bobby Johnson,-,-,-,home,37,13,24,-,-,-
20050924,2005,RICH,VAN,,1AA,None,-,-,-,away,13,37,-24,-,-,-
20050924,2005,VIR,DUKE,ACC,1A,Al Groh,-,-,-,home,38,7,31,-23,8,-
20050924,2005,DUKE,VIR,ACC,1A,Ted Roof,-,-,-,away,7,38,-31,23,-8,-
20050924,2005,VTCH,GTCH,ACC,1A,Frank Beamer,-,-,-,home,51,7,44,-10,34,-
20050924,2005,GTCH,VTCH,ACC,1A,Chan Gailey,-,-,-,away,7,51,-44,10,-34,-
20050924,2005,WAKE,MARY,ACC,1A,Jim Grobe,-,-,-,home,12,22,-10,0,-10,-
20050924,2005,MARY,WAKE,ACC,1A,Ralph Friedgen,-,-,-,away,22,12,10,0,10,-
20050924,2005,WAS,NOTD,P10,1A,Bill Doba,-,-,-,home,17,36,-19,11,-8,-
20050924,2005,NOTD,WAS,IND,1A,Charlie Weis,-,-,-,away,36,17,19,-11,8,-
20050924,2005,WIS,MICH,B10,1A,Barry Alvarez,-,-,-,home,23,20,3,3,6,-
20050924,2005,MICH,WIS,B10,1A,Lloyd Carr,-,-,-,away,20,23,-3,-3,-6,-
20050924,2005,WVA,ECAR,BE,1A,Rich Rodriguez,-,-,-,home,20,15,5,-23,-18,-
20050924,2005,ECAR,WVA,USA,1A,Skip Holtz,-,-,-,away,15,20,-5,23,18,-
20050926,2005,LSU,TEN,SEC,1A,Les Miles,-,-,-,home,27,30,-3,-6,-9,-
20050926,2005,TEN,LSU,SEC,1A,Phillip Fulmer,-,-,-,away,30,27,3,6,9,-
20050927,2005,FRES,TOL,WAC,1A,Pat Hill,-,-,-,home,44,14,30,-14.5,15.5,-
20050927,2005,TOL,FRES,MAC,1A,Tom Amstutz,-,-,-,away,14,44,-30,14.5,-15.5,-
20050928,2005,MIAO,CIN,MAC,1A,Shane Montgomery,-,-,-,home,44,16,28,-10,18,-
20050928,2005,CIN,MIAO,BE,1A,Mark Dantonio,-,-,-,away,16,44,-28,10,-18,-
20050929,2005,COST,AIR,MWC,1A,Sonny Lubick,-,-,-,home,41,23,18,-3.5,14.5,-
20050929,2005,AIR,COST,MWC,1A,Fisher DeBerry,-,-,-,away,23,41,-18,3.5,-14.5,-
20050930,2005,RUT,PIT,BE,1A,Greg Schiano,-,-,-,home,37,29,8,2.5,10.5,-
20050930,2005,PIT,RUT,BE,1A,Dave Wannstedt,-,-,-,away,29,37,-8,-2.5,-10.5,-
20051001,2005,AKRON,CMCH,MAC,1A,None,-,-,-,home,17,31,-14,-10.5,-24.5,-
20051001,2005,CMCH,AKRON,MAC,1A,Brian Kelly,-,-,-,away,31,17,14,10.5,24.5,-
20051001,2005,ALA,FLA,SEC,1A,Mike Shula,-,-,-,home,31,3,28,3,31,-
20051001,2005,FLA,ALA,SEC,1A,Urban Meyer,-,-,-,away,3,31,-28,-3,-31,-
20051001,2005,ARMY,CON,IND,1A,Bobby Ross,-,-,-,home,13,47,-34,11.5,-22.5,-
20051001,2005,CON,ARMY,BE,1A,Randy Edsall,-,-,-,away,47,13,34,-11.5,22.5,-
20051001,2005,AUB,SCAR,SEC,1A,Tommy Tuberville,-,-,-,home,48,7,41,-15.5,25.5,-
20051001,2005,SCAR,AUB,SEC,1A,Steve Spurrier,-,-,-,away,7,48,-41,15.5,-25.5,-
20051001,2005,AZST,USC,P10,1A,Dirk Koetter,-,-,-,home,28,38,-10,14,4,-
20051001,2005,USC,AZST,P10,1A,Pete Carroll,-,-,-,away,38,28,10,-14,-4,-
20051001,2005,BCOL,BALL,ACC,1A,Tom OBrien,-,-,-,home,38,0,38,-39.5,-1.5,-
20051001,2005,BALL,BCOL,MAC,1A,Brady Hoke,-,-,-,away,0,38,-38,39.5,1.5,-
20051001,2005,BOWL,TEM,MAC,1A,Gregg Brandon,-,-,-,home,70,7,63,-30,33,-
20051001,2005,TEM,BOWL,IND,1A,Bobby Wallace,-,-,-,away,7,70,-63,30,-33,-
20051001,2005,CAL,ARZ,P10,1A,Jeff Tedford,-,-,-,home,28,0,28,-16,12,-
20051001,2005,ARZ,CAL,P10,1A,Mike Stoops,-,-,-,away,0,28,-28,16,-12,-
20051001,2005,DUKE,NAVY,ACC,1A,Ted Roof,-,-,-,home,21,28,-7,4,-3,-
20051001,2005,NAVY,DUKE,IND,1A,Paul Johnson,-,-,-,away,28,21,7,-4,3,-
20051001,2005,ECAR,SMIS,USA,1A,Skip Holtz,-,-,-,home,7,33,-26,7.5,-18.5,-
20051001,2005,SMIS,ECAR,USA,1A,Jeff Bower,-,-,-,away,33,7,26,-7.5,18.5,-
20051001,2005,EMCH,KEST,MAC,1A,Jeff Genyk,-,-,-,home,27,20,7,-3,4,-
20051001,2005,KEST,EMCH,MAC,1A,Doug Martin,-,-,-,away,20,27,-7,3,-4,-
20051001,2005,FINT,FAM,SBC,1A,Don Strock,-,-,-,home,23,6,17,-,-,-
20051001,2005,FAM,FINT,,1AA,None,-,-,-,away,6,23,-17,-,-,-
20051001,2005,FLST,SYR,ACC,1A,Bobby Bowden,-,-,-,home,38,14,24,-23,1,-
20051001,2005,SYR,FLST,BE,1A,Greg Robinson,-,-,-,away,14,38,-24,23,-1,-
20051001,2005,HAW,BOIS,WAC,1A,June Jones,-,-,-,home,41,44,-3,10,7,-
20051001,2005,BOIS,HAW,WAC,1A,Dan Hawkins,-,-,-,away,44,41,3,-10,-7,-
20051001,2005,IDA,UTST,WAC,1A,Nick Holt,-,-,-,home,27,13,14,-1.5,12.5,-
20051001,2005,UTST,IDA,WAC,1A,Brent Guy,-,-,-,away,13,27,-14,1.5,-12.5,-
20051001,2005,IOWA,ILL,B10,1A,Kirk Ferentz,-,-,-,home,35,7,28,-21,7,-
20051001,2005,ILL,IOWA,B10,1A,Ron Zook,-,-,-,away,7,35,-28,21,-7,-
20051001,2005,LLAF,CFL,SBC,1A,Rickey Bustle,-,-,-,home,21,24,-3,3,0,-
20051001,2005,CFL,LLAF,USA,1A,George OLeary,-,-,-,away,24,21,3,-3,0,-
20051001,2005,LMON,AKST,SBC,1A,Charlie Weatherbie,-,-,-,home,31,27,4,2.5,6.5,-
20051001,2005,AKST,LMON,SBC,1A,Steve Roberts,-,-,-,away,27,31,-4,-2.5,-6.5,-
20051001,2005,LOU,FATL,BE,1A,Bobby Petrino,-,-,-,home,61,10,51,-39,12,-
20051001,2005,FATL,LOU,SBC,1A,Howard Schnellenberger,-,-,-,away,10,61,-51,39,-12,-
20051001,2005,LTCH,NMST,WAC,1A,Jack Bicknell Jr.,-,-,-,home,34,14,20,-11,9,-
20051001,2005,NMST,LTCH,WAC,1A,Hal Mumme,-,-,-,away,14,34,-20,11,-9,-
20051001,2005,MARY,VIR,ACC,1A,Ralph Friedgen,-,-,-,home,45,33,12,3,15,-
20051001,2005,VIR,MARY,ACC,1A,Al Groh,-,-,-,away,33,45,-12,-3,-15,-
20051001,2005,MCST,MICH,B10,1A,John L. Smith,-,-,-,home,31,34,-3,-4.5,-7.5,-
20051001,2005,MICH,MCST,B10,1A,Lloyd Carr,-,-,-,away,34,31,3,4.5,7.5,-
20051001,2005,MEM,UTEP,USA,1A,Tommy West,-,-,-,home,27,20,7,3,10,-
20051001,2005,UTEP,MEM,USA,1A,Mike Price,-,-,-,away,20,27,-7,-3,-10,-
20051001,2005,MIAF,SFL,ACC,1A,Larry Coker,-,-,-,home,27,7,20,-21.5,-1.5,-
20051001,2005,SFL,MIAF,BE,1A,Jim Leavitt,-,-,-,away,7,27,-20,21.5,1.5,-
20051001,2005,MIZ,TEX,B12,1A,Gary Pinkel,-,-,-,home,20,51,-31,15.5,-15.5,-
20051001,2005,TEX,MIZ,B12,1A,Mack Brown,-,-,-,away,51,20,31,-15.5,15.5,-
20051001,2005,MRSH,SMU,USA,1A,Mark Snyder,-,-,-,home,16,13,3,-11.5,-8.5,-
20051001,2005,SMU,MRSH,USA,1A,Phil Bennett,-,-,-,away,13,16,-3,11.5,8.5,-
20051001,2005,MSST,LSU,SEC,1A,Sylvester Croom,-,-,-,home,7,37,-30,16,-14,-
20051001,2005,LSU,MSST,SEC,1A,Les Miles,-,-,-,away,37,7,30,-16,14,-
20051001,2005,NCAR,UTAH,ACC,1A,John Bunting,-,-,-,home,31,17,14,-5.5,8.5,-
20051001,2005,UTAH,NCAR,MWC,1A,Kyle Whittingham,-,-,-,away,17,31,-14,5.5,-8.5,-
20051001,2005,NEB,IWST,B12,1A,Bill Callahan,-,-,-,home,27,20,7,-5.5,1.5,-
20051001,2005,IWST,NEB,B12,1A,Dan McCarney,-,-,-,away,20,27,-7,5.5,-1.5,-
20051001,2005,OKLA,KAST,B12,1A,Bob Stoops,-,-,-,home,43,21,22,-8,14,-
20051001,2005,KAST,OKLA,B12,1A,Bill Snyder,-,-,-,away,21,43,-22,8,-14,-
20051001,2005,OKST,COLO,B12,1A,Mike Gundy,-,-,-,home,0,34,-34,4,-30,-
20051001,2005,COLO,OKST,B12,1A,Mike Hankwitz,-,-,-,away,34,0,34,-4,30,-
20051001,2005,ORST,WAST,P10,1A,Mike Riley,-,-,-,home,44,33,11,1,12,-
20051001,2005,WAST,ORST,P10,1A,Tyrone Willingham,-,-,-,away,33,44,-11,-1,-12,-
20051001,2005,PNST,MIN,B10,1A,Joe Paterno,-,-,-,home,44,14,30,0,30,-
20051001,2005,MIN,PNST,B10,1A,Glen Mason,-,-,-,away,14,44,-30,0,-30,-
20051001,2005,PUR,NOTD,B10,1A,Joe Tiller,-,-,-,home,28,49,-21,-3,-24,-
20051001,2005,NOTD,PUR,IND,1A,Charlie Weis,-,-,-,away,49,28,21,3,24,-
20051001,2005,SDST,BYU,WAC,1A,Tom Craft,-,-,-,home,31,10,21,-3,18,-
20051001,2005,BYU,SDST,MWC,1A,Bronco Mendenhall,-,-,-,away,10,31,-21,3,-18,-
20051001,2005,SJST,NEV,WAC,1A,Dick Tomey,-,-,-,home,23,30,-7,2.5,-4.5,-
20051001,2005,NEV,SJST,WAC,1A,Chris Ault,-,-,-,away,30,23,7,-2.5,4.5,-
20051001,2005,STAN,ORE,P10,1A,Walt Harris,-,-,-,home,20,44,-24,6,-18,-
20051001,2005,ORE,STAN,P10,1A,Mike Bellotti,-,-,-,away,44,20,24,-6,18,-
20051001,2005,TCU,NMX,MWC,1A,Gary Patterson,-,-,-,home,49,28,21,-1,20,-
20051001,2005,NMX,TCU,MWC,1A,Rocky Long,-,-,-,away,28,49,-21,1,-20,-
20051001,2005,TEN,MIS,SEC,1A,Phillip Fulmer,-,-,-,home,27,10,17,-21,-4,-
20051001,2005,MIS,TEN,SEC,1A,Ed Orgeron,-,-,-,away,10,27,-17,21,4,-
20051001,2005,TLN,SELA,USA,1A,Chris Scelfo,-,-,-,home,28,21,7,-,-,-
20051001,2005,SELA,TLN,,1AA,None,-,-,-,away,21,28,-7,-,-,-
20051001,2005,TLS,HOU,USA,1A,Steve Kragthorpe,-,-,-,home,23,30,-7,-3,-10,-
20051001,2005,HOU,TLS,USA,1A,Art Briles,-,-,-,away,30,23,7,3,10,-
20051001,2005,TXAM,BAY,B12,1A,Dennis Franchione,-,-,-,home,16,13,3,-23,-20,-
20051001,2005,BAY,TXAM,B12,1A,Guy Morriss,-,-,-,away,13,16,-3,23,20,-
20051001,2005,TXT,KAN,B12,1A,Mike Leach,-,-,-,home,30,17,13,-18,-5,-
20051001,2005,KAN,TXT,B12,1A,Mark Mangino,-,-,-,away,17,30,-13,18,5,-
20051001,2005,UAB,RICE,USA,1A,Watson Brown,-,-,-,home,45,26,19,-17,2,-
20051001,2005,RICE,UAB,USA,1A,Ken Hatfield,-,-,-,away,26,45,-19,17,-2,-
20051001,2005,UCLA,WAS,P10,1A,Karl Dorrell,-,-,-,home,21,17,4,-24,-20,-
20051001,2005,WAS,UCLA,P10,1A,Bill Doba,-,-,-,away,17,21,-4,24,20,-
20051001,2005,VAN,MTEN,SEC,1A,Bobby Johnson,-,-,-,home,15,17,-2,-14,-16,-
20051001,2005,MTEN,VAN,SBC,1A,Andy McCollum,-,-,-,away,17,15,2,14,16,-
20051001,2005,WAKE,CLEM,ACC,1A,Jim Grobe,-,-,-,home,31,27,4,5.5,9.5,-
20051001,2005,CLEM,WAKE,ACC,1A,Tommy Bowden,-,-,-,away,27,31,-4,-5.5,-9.5,-
20051001,2005,WIS,IND,B10,1A,Barry Alvarez,-,-,-,home,41,24,17,-17,0,-
20051001,2005,IND,WIS,B10,1A,Terry Hoeppner,-,-,-,away,24,41,-17,17,0,-
20051001,2005,WMCH,BUF,MAC,1A,Bill Cubit,-,-,-,home,31,21,10,-11,-1,-
20051001,2005,BUF,WMCH,MAC,1A,Jim Hofher,-,-,-,away,21,31,-10,11,1,-
20051001,2005,WVA,VTCH,BE,1A,Rich Rodriguez,-,-,-,home,17,34,-17,10,-7,-
20051001,2005,VTCH,WVA,ACC,1A,Frank Beamer,-,-,-,away,34,17,17,-10,7,-
20051001,2005,WYO,UNLV,MWC,1A,Joe Glenn,-,-,-,home,42,17,25,-20,5,-
20051001,2005,UNLV,WYO,MWC,1A,Mike Sanford,-,-,-,away,17,42,-25,20,-5,-
20051004,2005,NTX,TROY,SBC,1A,Darrell Dickey,-,-,-,home,10,13,-3,-1,-4,-
20051004,2005,TROY,NTX,SBC,1A,Larry Blakeney,-,-,-,away,13,10,3,1,4,-
20051005,2005,NIL,MIAO,MAC,1A,Joe Novak,-,-,-,home,38,27,11,-3.5,7.5,-
20051005,2005,MIAO,NIL,MAC,1A,Shane Montgomery,-,-,-,away,27,38,-11,3.5,-7.5,-
20051006,2005,GTCH,NCST,ACC,1A,Chan Gailey,-,-,-,home,14,17,-3,-3.5,-6.5,-
20051006,2005,NCST,GTCH,ACC,1A,Chuck Amato,-,-,-,away,17,14,3,3.5,6.5,-
20051006,2005,LLAF,FATL,SBC,1A,Rickey Bustle,-,-,-,home,10,28,-18,-4.5,-22.5,-
20051006,2005,FATL,LLAF,SBC,1A,Howard Schnellenberger,-,-,-,away,28,10,18,4.5,22.5,-
20051007,2005,CON,SYR,BE,1A,Randy Edsall,-,-,-,home,26,7,19,-6.5,12.5,-
20051007,2005,SYR,CON,BE,1A,Greg Robinson,-,-,-,away,7,26,-19,6.5,-12.5,-
20051008,2005,ARK,LMON,SEC,1A,Houston Nutt,-,-,-,home,44,15,29,-27,2,-
20051008,2005,LMON,ARK,SBC,1A,Charlie Weatherbie,-,-,-,away,15,44,-29,27,-2,-
20051008,2005,ARMY,CMCH,IND,1A,Bobby Ross,-,-,-,home,10,14,-4,2.5,-1.5,-
20051008,2005,CMCH,ARMY,MAC,1A,Brian Kelly,-,-,-,away,14,10,4,-2.5,1.5,-
20051008,2005,AZST,ORE,P10,1A,Dirk Koetter,-,-,-,home,17,31,-14,-9.5,-23.5,-
20051008,2005,ORE,AZST,P10,1A,Mike Bellotti,-,-,-,away,31,17,14,9.5,23.5,-
20051008,2005,BCOL,VIR,ACC,1A,Tom OBrien,-,-,-,home,28,17,11,-7,4,-
20051008,2005,VIR,BCOL,ACC,1A,Al Groh,-,-,-,away,17,28,-11,7,-4,-
20051008,2005,BOIS,POST,WAC,1A,Dan Hawkins,-,-,-,home,21,14,7,-,-,-
20051008,2005,POST,BOIS,,1AA,None,-,-,-,away,14,21,-7,-,-,-
20051008,2005,BOWL,OHU,MAC,1A,Gregg Brandon,-,-,-,home,38,14,24,-18.5,5.5,-
20051008,2005,OHU,BOWL,MAC,1A,Frank Solich,-,-,-,away,14,38,-24,18.5,-5.5,-
20051008,2005,BUF,AKRON,MAC,1A,Jim Hofher,-,-,-,home,7,13,-6,8.5,2.5,-
20051008,2005,AKRON,BUF,MAC,1A,None,-,-,-,away,13,7,6,-8.5,-2.5,-
20051008,2005,CFL,MEM,USA,1A,George OLeary,-,-,-,home,38,17,21,0,21,-
20051008,2005,MEM,CFL,USA,1A,Tommy West,-,-,-,away,17,38,-21,0,-21,-
20051008,2005,COLO,TXAM,B12,1A,Mike Hankwitz,-,-,-,home,41,20,21,-3,18,-
20051008,2005,TXAM,COLO,B12,1A,Dennis Franchione,-,-,-,away,20,41,-21,3,-18,-
20051008,2005,COST,UTAH,MWC,1A,Sonny Lubick,-,-,-,home,21,17,4,-3.5,0.5,-
20051008,2005,UTAH,COST,MWC,1A,Kyle Whittingham,-,-,-,away,17,21,-4,3.5,-0.5,-
20051008,2005,ECAR,RICE,USA,1A,Skip Holtz,-,-,-,home,41,28,13,-5.5,7.5,-
20051008,2005,RICE,ECAR,USA,1A,Ken Hatfield,-,-,-,away,28,41,-13,5.5,-7.5,-
20051008,2005,FLA,MSST,SEC,1A,Urban Meyer,-,-,-,home,35,9,26,-25.5,0.5,-
20051008,2005,MSST,FLA,SEC,1A,Sylvester Croom,-,-,-,away,9,35,-26,25.5,-0.5,-
20051008,2005,FLST,WAKE,ACC,1A,Bobby Bowden,-,-,-,home,41,24,17,-21,-4,-
20051008,2005,WAKE,FLST,ACC,1A,Jim Grobe,-,-,-,away,24,41,-17,21,4,-
20051008,2005,IND,ILL,B10,1A,Terry Hoeppner,-,-,-,home,36,13,23,-7,16,-
20051008,2005,ILL,IND,B10,1A,Ron Zook,-,-,-,away,13,36,-23,7,-16,-
20051008,2005,IWST,BAY,B12,1A,Dan McCarney,-,-,-,home,13,23,-10,-8,-18,-
20051008,2005,BAY,IWST,B12,1A,Guy Morriss,-,-,-,away,23,13,10,8,18,-
20051008,2005,KAST,KAN,B12,1A,Bill Snyder,-,-,-,home,12,3,9,-5,4,-
20051008,2005,KAN,KAST,B12,1A,Mark Mangino,-,-,-,away,3,12,-9,5,-4,-
20051008,2005,LOU,NCAR,BE,1A,Bobby Petrino,-,-,-,home,69,14,55,-14,41,-
20051008,2005,NCAR,LOU,ACC,1A,John Bunting,-,-,-,away,14,69,-55,14,-41,-
20051008,2005,LTCH,HAW,WAC,1A,Jack Bicknell Jr.,-,-,-,home,46,14,32,-3.5,28.5,-
20051008,2005,HAW,LTCH,WAC,1A,June Jones,-,-,-,away,14,46,-32,3.5,-28.5,-
20051008,2005,MIAF,DUKE,ACC,1A,Larry Coker,-,-,-,home,52,7,45,-36.5,8.5,-
20051008,2005,DUKE,MIAF,ACC,1A,Ted Roof,-,-,-,away,7,52,-45,36.5,-8.5,-
20051008,2005,MICH,MIN,B10,1A,Lloyd Carr,-,-,-,home,20,23,-3,-7.5,-10.5,-
20051008,2005,MIN,MICH,B10,1A,Glen Mason,-,-,-,away,23,20,3,7.5,10.5,-
20051008,2005,MIS,CTDL,SEC,1A,Ed Orgeron,-,-,-,home,27,7,20,-,-,-
20051008,2005,CTDL,MIS,,,None,-,-,-,away,7,27,-20,-,-,-
20051008,2005,NAVY,AIR,IND,1A,Paul Johnson,-,-,-,home,27,24,3,2.5,5.5,-
20051008,2005,AIR,NAVY,MWC,1A,Fisher DeBerry,-,-,-,away,24,27,-3,-2.5,-5.5,-
20051008,2005,NEB,TXT,B12,1A,Bill Callahan,-,-,-,home,31,34,-3,4,1,-
20051008,2005,TXT,NEB,B12,1A,Mike Leach,-,-,-,away,34,31,3,-4,-1,-
20051008,2005,NEV,IDA,WAC,1A,Chris Ault,-,-,-,home,62,14,48,-9,39,-
20051008,2005,IDA,NEV,WAC,1A,Nick Holt,-,-,-,away,14,62,-48,9,-39,-
20051008,2005,NMST,FRES,WAC,1A,Hal Mumme,-,-,-,home,7,37,-30,28,-2,-
20051008,2005,FRES,NMST,WAC,1A,Pat Hill,-,-,-,away,37,7,30,-28,2,-
20051008,2005,NMX,BYU,MWC,1A,Rocky Long,-,-,-,home,24,27,-3,-7.5,-10.5,-
20051008,2005,BYU,NMX,MWC,1A,Bronco Mendenhall,-,-,-,away,27,24,3,7.5,10.5,-
20051008,2005,NORW,WIS,B10,1A,Randy Walker,-,-,-,home,51,48,3,6,9,-
20051008,2005,WIS,NORW,B10,1A,Barry Alvarez,-,-,-,away,48,51,-3,-6,-9,-
20051008,2005,OKLA,TEX,B12,1A,Bob Stoops,-,-,-,neutral,12,45,-33,14.5,-18.5,-
20051008,2005,TEX,OKLA,B12,1A,Mack Brown,-,-,-,neutral,45,12,33,-14.5,18.5,-
20051008,2005,OKST,MIZ,B12,1A,Mike Gundy,-,-,-,home,31,38,-7,4.5,-2.5,-
20051008,2005,MIZ,OKST,B12,1A,Gary Pinkel,-,-,-,away,38,31,7,-4.5,2.5,-
20051008,2005,PIT,CIN,BE,1A,Dave Wannstedt,-,-,-,home,38,20,18,-16.5,1.5,-
20051008,2005,CIN,PIT,BE,1A,Mark Dantonio,-,-,-,away,20,38,-18,16.5,-1.5,-
20051008,2005,PNST,OHST,B10,1A,Joe Paterno,-,-,-,home,17,10,7,3.5,10.5,-
20051008,2005,OHST,PNST,B10,1A,Jim Tressel,-,-,-,away,10,17,-7,-3.5,-10.5,-
20051008,2005,PUR,IOWA,B10,1A,Joe Tiller,-,-,-,home,17,34,-17,-5,-22,-
20051008,2005,IOWA,PUR,B10,1A,Kirk Ferentz,-,-,-,away,34,17,17,5,22,-
20051008,2005,RUT,WVA,BE,1A,Greg Schiano,-,-,-,home,14,27,-13,2.5,-10.5,-
20051008,2005,WVA,RUT,BE,1A,Rich Rodriguez,-,-,-,away,27,14,13,-2.5,10.5,-
20051008,2005,SCAR,KTKY,SEC,1A,Steve Spurrier,-,-,-,home,44,16,28,-10.5,17.5,-
20051008,2005,KTKY,SCAR,SEC,1A,Rich Brooks,-,-,-,away,16,44,-28,10.5,-17.5,-
20051008,2005,SMIS,TLS,USA,1A,Jeff Bower,-,-,-,home,17,34,-17,-12.5,-29.5,-
20051008,2005,TLS,SMIS,USA,1A,Steve Kragthorpe,-,-,-,away,34,17,17,12.5,29.5,-
20051008,2005,TEM,MARY,IND,1A,Bobby Wallace,-,-,-,home,7,38,-31,29,-2,-
20051008,2005,MARY,TEM,ACC,1A,Ralph Friedgen,-,-,-,away,38,7,31,-29,2,-
20051008,2005,TEN,GEO,SEC,1A,Phillip Fulmer,-,-,-,home,14,27,-13,-3,-16,-
20051008,2005,GEO,TEN,SEC,1A,Mark Richt,-,-,-,away,27,14,13,3,16,-
20051008,2005,TLN,HOU,USA,1A,Chris Scelfo,-,-,-,home,14,53,-39,3,-36,-
20051008,2005,HOU,TLN,USA,1A,Art Briles,-,-,-,away,53,14,39,-3,36,-
20051008,2005,TOL,EMCH,MAC,1A,Tom Amstutz,-,-,-,home,30,3,27,-22.5,4.5,-
20051008,2005,EMCH,TOL,MAC,1A,Jeff Genyk,-,-,-,away,3,30,-27,22.5,-4.5,-
20051008,2005,UAB,SMU,USA,1A,Watson Brown,-,-,-,home,27,28,-1,-20,-21,-
20051008,2005,SMU,UAB,USA,1A,Phil Bennett,-,-,-,away,28,27,1,20,21,-
20051008,2005,UCLA,CAL,P10,1A,Karl Dorrell,-,-,-,home,47,40,7,1.5,8.5,-
20051008,2005,CAL,UCLA,P10,1A,Jeff Tedford,-,-,-,away,40,47,-7,-1.5,-8.5,-
20051008,2005,UNLV,SDST,MWC,1A,Mike Sanford,-,-,-,home,13,10,3,10,13,-
20051008,2005,SDST,UNLV,WAC,1A,Tom Craft,-,-,-,away,10,13,-3,-10,-13,-
20051008,2005,USC,ARZ,P10,1A,Pete Carroll,-,-,-,home,42,21,21,-38.5,-17.5,-
20051008,2005,ARZ,USC,P10,1A,Mike Stoops,-,-,-,away,21,42,-21,38.5,17.5,-
20051008,2005,UTST,SJST,WAC,1A,Brent Guy,-,-,-,home,24,17,7,-5.5,1.5,-
20051008,2005,SJST,UTST,WAC,1A,Dick Tomey,-,-,-,away,17,24,-7,5.5,-1.5,-
20051008,2005,VAN,LSU,SEC,1A,Bobby Johnson,-,-,-,home,6,34,-28,16,-12,-
20051008,2005,LSU,VAN,SEC,1A,Les Miles,-,-,-,away,34,6,28,-16,12,-
20051008,2005,VTCH,MRSH,ACC,1A,Frank Beamer,-,-,-,home,41,14,27,-34.5,-7.5,-
20051008,2005,MRSH,VTCH,USA,1A,Mark Snyder,-,-,-,away,14,41,-27,34.5,7.5,-
20051008,2005,WAST,STAN,P10,1A,Tyrone Willingham,-,-,-,home,21,24,-3,-14.5,-17.5,-
20051008,2005,STAN,WAST,P10,1A,Walt Harris,-,-,-,away,24,21,3,14.5,17.5,-
20051008,2005,WMCH,BALL,MAC,1A,Bill Cubit,-,-,-,home,57,60,-3,-11.5,-14.5,-
20051008,2005,BALL,WMCH,MAC,1A,Brady Hoke,-,-,-,away,60,57,3,11.5,14.5,-
20051008,2005,WYO,TCU,MWC,1A,Joe Glenn,-,-,-,home,14,28,-14,-9,-23,-
20051008,2005,TCU,WYO,MWC,1A,Gary Patterson,-,-,-,away,28,14,14,9,23,-
20051013,2005,AKST,LLAF,SBC,1A,Steve Roberts,-,-,-,home,39,36,3,-13.5,-10.5,-
20051013,2005,LLAF,AKST,SBC,1A,Rickey Bustle,-,-,-,away,36,39,-3,13.5,10.5,-
20051013,2005,NCST,CLEM,ACC,1A,Chuck Amato,-,-,-,home,10,31,-21,-4,-25,-
20051013,2005,CLEM,NCST,ACC,1A,Tommy Bowden,-,-,-,away,31,10,21,4,25,-
